Age,Department,DistanceFromHome,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,YearsAtCompany,WorkLifeBalance,Attrition
33,Sales,23,4,2,6395,Yes,8,1,Yes
28,R&D,13,2,4,11374,Yes,5,3,No
31,Sales,5,2,1,5954,No,13,4,Yes
38,Human Resources,21,2,4,12700,Yes,12,1,Yes
47,Human Resources,9,4,1,9829,No,12,4,Yes
42,R&D,25,1,1,13834,No,1,3,Yes
49,Sales,29,5,1,4290,No,4,4,Yes
23,Sales,25,3,2,12169,No,10,4,No
22,Human Resources,28,1,4,3385,Yes,3,3,Yes
57,Human Resources,22,3,2,10234,Yes,10,4,Yes
47,Sales,6,5,4,6406,No,12,1,No
50,Sales,5,4,2,6992,Yes,5,1,Yes
42,Sales,25,2,3,12230,No,10,1,No
32,Sales,10,2,1,4573,No,13,1,No
32,Sales,8,4,1,2812,No,10,4,No
57,Sales,7,1,2,8769,Yes,13,1,Yes
56,R&D,7,1,3,7817,No,6,4,Yes
55,Sales,6,3,1,3310,Yes,2,2,Yes
45,Human Resources,21,4,4,12927,No,7,4,No
43,R&D,29,1,2,9341,No,13,1,No
26,Sales,20,4,1,13549,No,3,2,No
54,Human Resources,3,5,1,13455,No,1,3,No
57,R&D,19,2,2,4532,No,10,4,No
41,Human Resources,22,2,2,12199,No,3,1,No
40,Sales,15,2,4,13262,No,9,1,Yes
56,Sales,4,4,4,12586,Yes,10,1,No
38,Sales,28,4,1,9629,No,11,3,No
55,Sales,12,3,1,5205,No,11,2,No
30,R&D,6,2,2,11288,Yes,6,2,Yes
47,R&D,19,3,1,4647,Yes,11,1,Yes
23,Human Resources,4,2,1,3115,Yes,6,4,Yes
30,Sales,15,3,2,3447,Yes,4,1,Yes
30,Human Resources,9,3,1,8177,No,8,1,Yes
38,R&D,5,5,1,7151,No,5,4,No
22,Sales,13,3,3,14456,No,7,1,No
46,Sales,23,4,4,10366,No,9,3,No
46,R&D,26,3,2,4513,No,13,1,No
56,R&D,18,2,3,6197,Yes,13,3,No
24,R&D,5,3,4,2990,No,14,1,No
58,R&D,25,1,4,6850,No,5,2,No
51,R&D,16,2,4,4928,No,11,4,No
59,Sales,27,1,3,7487,No,14,2,No
55,R&D,19,2,3,11233,No,5,1,No
33,Sales,14,4,4,11979,Yes,14,1,No
40,Sales,25,4,1,12325,No,4,3,No
58,R&D,16,4,1,7420,Yes,6,1,Yes
38,R&D,27,1,3,5426,No,2,1,Yes
31,Sales,15,5,3,12044,No,3,1,No
33,R&D,22,2,3,9782,Yes,1,2,Yes
37,R&D,4,4,4,6876,No,2,3,No
45,R&D,7,2,1,11990,Yes,2,2,Yes
40,Human Resources,16,1,3,7368,No,8,3,No
29,Sales,24,5,3,9486,No,8,2,No
52,Human Resources,22,1,2,9362,No,2,1,No
42,R&D,21,2,4,14659,Yes,13,2,Yes
38,Human Resources,22,5,2,6923,No,14,2,No
44,R&D,21,5,1,12950,No,6,3,No
58,Human Resources,8,1,2,9370,No,5,3,No
37,R&D,17,4,2,10659,Yes,3,2,Yes
27,Human Resources,16,2,2,4573,No,5,3,No
29,Human Resources,27,3,4,8670,No,5,3,Yes
46,Human Resources,23,3,1,3201,Yes,5,3,Yes
39,Sales,10,1,2,12611,No,3,4,No
46,Human Resources,10,2,4,10613,No,3,3,No
33,Sales,27,2,1,9325,No,4,4,No
36,R&D,2,1,3,13152,No,7,4,No
47,Human Resources,9,2,2,14954,No,12,3,No
47,R&D,17,4,1,10367,No,12,2,No
53,R&D,11,1,2,6764,Yes,12,3,Yes
31,Human Resources,10,4,3,10468,No,14,1,No
37,Sales,22,2,1,10646,No,2,2,No
28,Human Resources,25,1,4,10276,No,10,4,No
38,R&D,17,2,1,11058,No,4,4,No
44,R&D,4,1,4,11219,No,4,2,No
47,Human Resources,16,2,1,7386,No,1,2,No
42,Sales,20,4,4,14410,No,10,3,Yes
43,Sales,15,4,3,14301,No,8,4,No
28,R&D,25,2,3,6435,No,1,1,No
35,R&D,27,1,3,7119,Yes,8,3,Yes
36,Sales,21,3,1,7691,Yes,7,2,No
28,Human Resources,5,4,3,12845,No,9,4,No
30,R&D,6,4,2,9375,No,8,2,No
29,Sales,17,3,3,12600,No,5,2,No
44,R&D,1,2,4,13704,Yes,8,2,Yes
50,Human Resources,25,1,4,10356,Yes,14,3,No
39,Sales,19,2,4,7901,Yes,11,1,No
52,R&D,4,5,1,14920,Yes,10,1,Yes
51,Human Resources,17,4,2,5522,Yes,12,4,Yes
56,R&D,9,5,3,14175,No,12,2,No
39,Human Resources,24,4,2,13412,No,3,1,No
38,Human Resources,2,4,2,8238,No,10,2,No
35,Sales,8,5,4,8484,No,7,4,No
52,Human Resources,15,5,4,4270,No,12,2,No
45,R&D,7,2,4,14805,Yes,4,1,No
56,Human Resources,27,5,1,12469,Yes,5,2,Yes
55,Human Resources,6,2,2,14904,No,9,1,No
24,Sales,1,2,2,11489,No,7,4,No
58,Human Resources,15,2,1,5715,No,4,2,No
47,Human Resources,23,4,1,14480,No,6,1,No
44,R&D,26,4,1,9194,No,10,4,No
36,Sales,7,5,2,5476,No,14,2,No
25,Sales,29,4,2,6237,No,11,4,No
50,Sales,25,5,4,12403,No,7,1,No
43,Human Resources,17,4,4,3252,No,13,2,No
46,Sales,2,1,2,13161,No,10,2,No
34,Human Resources,27,1,4,14661,Yes,13,2,Yes
39,Human Resources,9,5,1,3892,No,9,4,Yes
54,R&D,29,4,3,9289,No,4,4,No
37,R&D,9,4,4,13297,No,10,1,No
23,R&D,13,2,2,3177,No,3,3,No
56,R&D,6,3,4,2605,No,8,2,No
55,R&D,6,5,4,13979,No,1,2,Yes
51,Human Resources,20,3,4,7253,No,9,1,No
34,Human Resources,20,3,3,4446,No,13,2,No
34,Sales,21,5,1,8044,Yes,1,4,Yes
39,Human Resources,3,4,2,3595,No,2,4,No
53,Human Resources,17,5,3,9485,No,13,2,No
53,R&D,17,3,2,4282,Yes,8,2,Yes
56,Human Resources,12,4,2,7041,Yes,9,4,Yes
50,R&D,16,1,2,5757,No,7,2,No
50,Sales,15,5,3,8713,No,3,4,No
37,Sales,13,5,1,12689,No,7,3,No
31,Human Resources,23,4,2,7369,Yes,6,3,Yes
51,Sales,1,1,1,4061,No,2,2,No
46,Human Resources,17,1,1,6506,No,3,2,No
41,Sales,3,4,4,12367,Yes,11,2,No
26,R&D,26,2,3,11814,Yes,13,4,No
22,R&D,15,5,3,6481,No,12,3,No
51,R&D,4,5,4,11993,No,13,3,No
24,R&D,4,3,4,8182,No,10,1,No
35,Human Resources,18,4,1,8282,Yes,10,1,No
51,Sales,17,3,2,3443,No,13,2,No
25,Human Resources,19,3,3,7050,No,12,4,No
39,R&D,11,1,2,11637,Yes,5,2,Yes
58,Human Resources,20,5,2,3100,No,10,3,No
46,Sales,3,3,4,13392,No,4,2,No
22,Human Resources,8,1,2,8876,Yes,2,2,Yes
36,Sales,14,4,1,12109,No,4,3,No
30,Human Resources,26,3,4,4024,No,12,3,No
36,Sales,1,5,2,6266,No,8,3,No
45,Sales,14,3,4,2750,Yes,5,3,Yes
25,R&D,2,4,1,12236,Yes,5,1,Yes
33,Sales,29,3,1,2578,No,13,4,Yes
58,R&D,23,5,2,5623,No,12,4,No
58,R&D,4,1,4,11589,Yes,12,3,No
27,R&D,24,5,2,9564,Yes,10,4,Yes
45,Human Resources,27,1,2,10917,Yes,3,4,No
32,Human Resources,29,2,4,3709,No,13,4,Yes
34,Human Resources,19,5,2,7653,No,8,4,Yes
55,Human Resources,6,5,1,7398,No,6,3,No
46,Sales,25,4,4,4678,Yes,2,2,Yes
28,Sales,1,3,4,13371,No,2,2,No
25,Human Resources,17,1,4,10110,Yes,9,2,No
29,Sales,8,1,4,13577,No,13,1,No
41,Sales,19,4,2,13498,No,7,4,No
50,R&D,21,4,2,11395,No,10,3,No
31,R&D,1,3,1,5044,No,9,3,No
55,R&D,5,3,3,8022,Yes,14,1,No
47,R&D,27,5,3,4870,Yes,6,3,Yes
24,Sales,16,2,1,5781,No,5,2,No
27,Human Resources,6,3,3,7210,No,12,1,Yes
26,Sales,8,4,1,2828,No,1,3,Yes
26,Sales,13,3,2,8079,No,12,1,No
44,Sales,16,1,4,6728,No,6,1,No
30,R&D,3,2,4,9294,Yes,6,3,No
56,R&D,19,5,2,2620,Yes,3,2,Yes
41,R&D,12,1,4,9249,No,3,3,No
56,Human Resources,16,1,4,3464,Yes,3,4,Yes
39,Sales,27,2,3,6724,No,3,4,No
38,Human Resources,11,5,2,6175,Yes,7,3,Yes
45,R&D,10,4,3,8194,No,10,2,No
24,Human Resources,25,5,3,4576,No,11,4,No
53,Sales,20,3,4,9365,Yes,2,4,No
56,Sales,4,1,4,8143,Yes,10,3,No
59,R&D,12,3,2,11024,No,13,3,No
34,R&D,23,4,4,14060,No,10,3,No
46,Human Resources,2,3,4,7749,Yes,2,1,No
30,R&D,24,5,2,3816,No,3,1,No
25,R&D,22,3,4,3696,Yes,10,1,Yes
35,Sales,19,4,3,5670,No,12,3,No
58,R&D,25,4,2,12121,No,7,2,No
55,R&D,5,4,4,2855,Yes,3,4,Yes
32,Sales,8,5,1,14926,No,7,1,Yes
24,Sales,7,4,2,12218,No,9,2,No
49,Human Resources,14,1,2,14589,Yes,11,3,Yes
50,R&D,24,4,1,2528,No,10,1,No
30,Sales,23,3,4,3513,Yes,12,3,No
24,Human Resources,3,3,4,13394,Yes,11,2,No
46,Human Resources,18,3,2,11519,Yes,4,1,Yes
55,R&D,16,5,2,4524,No,7,1,Yes
33,R&D,23,3,4,10990,Yes,9,1,Yes
30,Human Resources,19,5,4,8339,No,14,1,No
36,Sales,19,5,3,12557,No,8,2,No
46,Human Resources,18,4,2,14708,No,8,1,No
26,R&D,20,1,2,8291,No,9,4,No
32,Sales,16,4,1,12803,No,14,4,No
55,Sales,8,4,3,3254,No,5,3,No
45,Human Resources,28,5,4,11461,No,14,1,No
36,R&D,1,5,3,6235,Yes,5,4,No
59,Human Resources,17,3,4,3738,No,3,4,No
29,Human Resources,12,3,4,12905,Yes,5,4,Yes
26,Human Resources,21,4,3,4406,No,8,2,No
47,Sales,11,2,2,9899,No,12,1,Yes
39,Sales,5,2,4,10461,Yes,5,2,No
27,R&D,27,3,3,12256,Yes,4,2,Yes
58,R&D,12,2,1,11910,No,8,4,No
34,Human Resources,17,3,3,7101,No,7,4,No
49,Human Resources,6,5,1,12049,No,14,3,Yes
26,Human Resources,1,4,4,14531,No,14,1,No
34,R&D,5,1,3,3960,Yes,6,1,No
38,Sales,25,4,3,10169,Yes,5,4,Yes
53,Sales,28,3,1,14677,No,14,4,No
50,Human Resources,14,3,3,3916,No,5,1,No
24,Human Resources,5,4,3,13545,No,13,3,No
55,Human Resources,22,3,4,10266,Yes,10,4,Yes
48,Human Resources,24,2,3,3928,No,2,3,No
34,R&D,27,2,2,6878,No,13,2,No
54,Sales,1,3,1,10029,No,4,4,No
27,Human Resources,18,3,3,6974,No,8,2,No
45,R&D,16,2,1,14985,No,8,4,No
40,Human Resources,9,3,1,13754,No,11,2,No
37,Human Resources,19,3,1,5571,Yes,1,4,Yes
49,Sales,22,4,3,3055,Yes,2,3,Yes
54,Human Resources,5,1,3,11047,No,5,3,No
34,Sales,27,2,1,4063,No,9,3,No
46,Sales,2,4,2,14192,No,10,2,No
57,Sales,15,1,1,3540,No,11,3,No
48,R&D,7,3,2,5186,No,12,2,No
59,R&D,4,3,1,5053,No,13,4,Yes
28,Sales,1,4,4,4279,Yes,11,2,No
26,Human Resources,13,3,1,2575,Yes,7,4,No
52,Sales,20,5,1,6826,Yes,10,1,Yes
44,Human Resources,22,4,3,8335,No,5,1,No
31,Sales,7,1,2,7557,No,1,1,No
53,Human Resources,15,4,4,14011,Yes,6,2,No
51,R&D,23,2,2,4849,No,12,1,Yes
52,Human Resources,14,4,4,5273,Yes,8,1,No
39,Sales,23,3,1,4762,No,7,1,No
57,R&D,19,3,3,5729,No,2,4,No
23,Human Resources,22,5,3,12808,No,12,3,No
35,Human Resources,29,5,2,2892,Yes,5,2,Yes
34,Human Resources,24,5,3,3608,No,14,1,No
50,Human Resources,20,1,2,6862,No,11,4,No
33,Human Resources,29,5,2,7688,Yes,4,3,Yes
23,R&D,24,1,4,11302,Yes,9,3,Yes
53,R&D,18,5,2,7557,No,10,3,No
34,R&D,10,1,4,13467,No,1,4,No
48,R&D,9,4,3,6498,No,12,1,No
38,Sales,25,4,2,11364,No,6,3,No
52,R&D,8,3,2,9066,No,3,4,No
55,Human Resources,26,1,1,6177,Yes,11,4,Yes
45,Human Resources,29,2,2,8296,Yes,9,2,Yes
56,R&D,10,3,2,8863,No,5,4,No
27,Human Resources,17,4,1,10623,No,13,3,Yes
40,R&D,2,1,1,10722,No,6,3,No
51,Human Resources,6,5,3,10190,No,11,4,No
28,Sales,26,2,2,3900,No,9,3,Yes
31,Sales,5,4,3,6571,No,9,4,No
53,R&D,28,3,3,11308,No,8,3,No
55,R&D,9,1,1,5286,No,9,2,Yes
49,R&D,5,2,4,9669,Yes,4,1,No
36,Human Resources,18,1,3,3370,No,6,2,No
51,R&D,26,5,4,6696,Yes,5,2,Yes
58,Sales,20,3,2,14296,No,5,1,No
50,Human Resources,9,1,1,12104,No,4,3,No
43,R&D,17,4,2,5239,No,2,1,No
25,Human Resources,27,3,2,3440,No,12,4,Yes
41,Human Resources,17,4,1,2840,Yes,6,1,Yes
53,R&D,12,1,2,13600,Yes,9,2,Yes
57,Human Resources,7,3,1,9922,No,12,1,No
25,Sales,27,4,4,6633,No,1,3,No
48,Sales,3,5,2,3159,No,14,2,No
38,Human Resources,10,5,1,12725,No,7,4,No
33,R&D,2,1,3,12252,No,6,3,No
43,Human Resources,25,3,2,5957,No,3,2,No
38,Sales,3,2,4,12348,Yes,1,4,No
31,Human Resources,16,3,1,5475,No,13,3,No
22,Human Resources,2,5,2,11741,No,4,4,No
43,Sales,28,4,2,2953,No,14,1,Yes
47,Human Resources,24,2,2,12396,No,9,1,No
39,Human Resources,10,1,4,10684,No,2,4,No
35,R&D,6,2,1,7942,No,3,1,Yes
50,R&D,22,1,3,13476,Yes,2,4,Yes
33,Sales,26,2,3,3318,No,14,3,No
57,Sales,11,1,3,7368,No,2,2,No
56,Sales,23,1,1,2512,Yes,10,4,Yes
33,R&D,7,2,3,14671,No,11,2,No
28,Sales,27,2,4,10227,No,11,2,No
50,Sales,29,1,1,3420,No,8,4,Yes
32,Sales,15,5,2,7420,Yes,3,1,Yes
54,R&D,6,2,4,4918,No,7,3,No
27,Human Resources,20,3,2,12006,Yes,8,2,Yes
36,Sales,27,4,3,8975,Yes,3,3,Yes
53,Human Resources,9,1,4,14369,Yes,2,2,Yes
32,Sales,22,1,1,4517,No,13,4,No
44,Human Resources,20,4,4,10457,Yes,13,1,No
47,R&D,12,5,2,11920,No,8,3,No
55,R&D,19,4,1,7292,Yes,3,2,Yes
55,Sales,20,2,4,9330,No,7,4,No
50,Human Resources,3,4,4,4934,No,12,4,No
25,R&D,15,1,4,5368,No,1,2,No
38,Sales,2,4,4,13207,No,14,2,No
56,Sales,21,3,1,3938,No,12,2,Yes
34,R&D,2,2,2,14856,No,6,1,No
36,R&D,22,4,4,6043,No,12,2,No
50,Sales,3,1,1,13867,Yes,12,2,No
50,Human Resources,6,2,2,4281,Yes,13,1,Yes
32,Human Resources,15,1,4,8843,Yes,9,4,No
53,Human Resources,27,5,2,4763,No,12,2,No
23,Sales,10,3,2,12661,No,3,3,No
35,R&D,9,5,1,2711,No,14,4,No
41,Sales,1,3,2,11199,No,7,3,No
43,R&D,16,4,1,8659,No,13,2,No
32,Human Resources,6,2,4,9527,No,6,1,No
48,Human Resources,9,4,2,2831,No,8,1,No
24,R&D,27,3,2,9360,Yes,3,1,Yes
38,R&D,4,3,3,10544,No,3,2,No
49,Sales,27,3,4,10669,Yes,4,2,No
50,Human Resources,28,1,4,11242,No,3,3,No
42,Sales,2,2,3,8220,Yes,9,1,Yes
37,Sales,29,4,3,11633,No,11,2,No
58,Sales,4,4,1,3227,No,4,4,No
41,Human Resources,1,5,1,7475,Yes,6,2,Yes
27,Sales,19,3,2,13554,Yes,8,2,Yes
40,Sales,26,3,2,5743,No,11,4,No
26,Sales,25,3,2,3148,No,13,1,Yes
24,Sales,10,4,2,7595,No,8,4,Yes
22,Sales,21,5,1,9114,No,5,1,No
59,Sales,15,1,4,13429,No,5,4,No
36,Human Resources,27,2,2,13439,No,6,3,No
55,Sales,22,1,4,9635,No,10,1,No
56,R&D,19,4,2,3509,No,7,2,No
46,Sales,16,3,3,4050,No,13,3,No
45,Sales,21,2,2,11495,No,13,1,No
33,Human Resources,27,4,2,14772,No,10,1,No
39,Human Resources,24,4,2,9992,No,14,1,No
36,R&D,22,4,1,14956,No,7,4,No
37,R&D,4,2,3,5901,No,13,1,No
48,Human Resources,2,2,2,9947,No,4,2,No
29,Human Resources,25,5,2,7924,Yes,6,1,Yes
46,Sales,13,5,4,6741,No,7,2,No
38,Human Resources,28,1,3,5661,No,5,2,No
50,R&D,1,2,2,6655,Yes,5,2,Yes
29,Sales,17,2,4,9978,No,2,3,No
36,R&D,13,2,4,11219,No,7,2,No
48,Sales,4,5,1,13990,Yes,12,4,Yes
28,Human Resources,7,4,4,11715,No,6,1,No
24,R&D,17,3,2,9117,No,11,4,No
50,Sales,9,5,1,8160,Yes,1,3,Yes
45,Sales,4,2,1,14426,Yes,4,1,Yes
24,Human Resources,19,5,2,11124,No,3,2,No
41,Human Resources,1,1,3,3676,No,12,1,No
36,Human Resources,10,2,4,10456,Yes,3,3,No
46,R&D,4,1,1,11092,No,7,3,No
51,Sales,9,2,3,12796,No,11,4,No
35,Human Resources,13,5,2,13742,No,12,1,No
28,R&D,14,4,4,4733,No,10,1,No
38,R&D,10,3,4,13137,No,4,1,No
41,R&D,6,1,1,7200,No,12,4,No
57,Human Resources,16,5,4,13527,Yes,8,3,No
30,Human Resources,6,4,4,8406,No,11,2,No
59,Sales,17,5,4,10360,No,9,1,No
43,Sales,10,1,4,10026,Yes,3,4,No
23,Human Resources,18,3,2,8059,No,5,4,No
45,R&D,27,5,3,9232,No,4,2,No
29,R&D,22,2,2,5013,No,14,3,No
32,R&D,18,4,2,10330,No,12,1,Yes
34,Sales,3,5,1,12465,Yes,10,1,Yes
38,R&D,20,4,4,9444,No,6,4,No
29,Sales,27,2,2,10410,No,11,3,No
42,Sales,21,3,4,8149,Yes,10,1,Yes
39,R&D,25,3,2,3596,No,4,2,Yes
51,R&D,28,2,2,11620,No,8,3,No
39,Human Resources,15,4,1,4451,Yes,3,3,Yes
52,Human Resources,15,5,3,12665,No,11,4,No
59,R&D,4,2,3,12246,No,5,4,No
53,Sales,29,1,2,13470,Yes,13,1,Yes
32,Sales,27,4,1,11686,No,1,4,No
